Reading_Score,Writing_Score,Listening_Score,Speaking_Score,Attendance_Percentage,Practice_Hours,Vocabulary_Score,Grammar_Score,Mock_Test_Score,Final_IELTS_Band
4.7,4.0,5.9,4.4,100.0,3.8,35.4,34.2,5.7,4.8
6.1,5.4,5.7,5.3,100.0,5.0,52.2,43.0,5.3,5.6
5.6,6.3,4.7,5.8,100.0,3.8,47.6,66.8,6.1,5.7
4.6,5.1,4.9,4.4,100.0,4.7,40.0,52.3,4.6,4.6
6.6,7.1,5.7,5.7,100.0,6.3,47.5,39.5,6.4,6.1
4.7,5.5,4.8,4.5,100.0,6.4,47.6,56.9,3.9,4.9
1.5,3.5,3.2,2.5,100.0,2.4,20.0,20.0,3.8,2.9
3.5,4.0,4.5,3.6,100.0,1.4,60.7,31.7,2.5,3.8
5.3,5.5,4.7,3.7,100.0,6.8,43.2,45.4,3.8,4.8
4.7,2.8,3.3,1.5,100.0,5.3,41.7,20.0,3.7,3.4
5.8,5.3,6.8,4.9,100.0,6.1,52.4,60.7,5.3,5.6
7.9,7.2,7.5,8.4,100.0,6.2,95.3,60.3,6.6,7.8
5.4,6.8,6.5,6.2,100.0,6.0,71.7,64.8,6.1,6.1
4.4,5.2,3.6,5.4,100.0,4.4,55.2,43.3,4.2,4.7
6.6,7.8,7.0,4.9,100.0,7.7,66.5,80.1,7.0,6.7
5.1,3.8,5.7,4.3,100.0,4.8,62.0,52.6,5.1,4.9
4.7,3.7,2.6,3.4,100.0,3.2,48.3,52.0,5.2,3.8
4.8,4.5,4.4,4.1,100.0,5.6,37.0,28.8,4.3,4.3
4.3,3.9,4.3,6.8,100.0,4.9,34.7,44.4,4.3,4.5
4.6,7.8,4.4,4.9,100.0,2.8,41.8,49.5,5.1,5.2
5.2,5.7,4.6,6.7,100.0,5.7,49.3,65.0,3.9,5.2
4.5,5.1,5.1,5.0,100.0,5.5,61.1,41.0,3.3,4.6
4.9,4.5,6.0,6.2,100.0,3.9,47.7,41.6,3.9,5.2
5.4,5.1,5.2,7.3,100.0,7.4,37.3,61.6,5.3,5.6
6.3,6.5,7.1,6.3,100.0,7.0,74.3,84.0,6.7,6.5
6.2,6.2,5.6,5.7,100.0,6.1,77.2,67.1,4.2,5.9
3.3,2.8,3.8,2.1,100.0,2.6,20.0,20.0,3.2,3.2
1.6,1.7,1.9,1.7,100.0,1.8,29.7,20.0,1.7,1.6
7.1,7.4,6.4,6.2,100.0,6.3,78.0,65.4,6.2,6.7
2.4,4.7,3.4,5.1,100.0,2.8,23.2,33.1,2.0,3.3
4.2,5.0,5.2,3.6,100.0,6.3,35.5,44.4,6.6,4.8
5.8,2.3,1.7,3.6,100.0,1.1,43.0,21.7,3.6,3.5
2.0,3.4,1.8,1.2,100.0,0.5,20.0,34.0,2.0,1.9
4.6,7.1,6.0,5.3,100.0,7.0,51.4,54.6,5.7,5.6
6.5,7.2,4.4,6.2,100.0,9.8,48.2,66.7,7.0,6.1
2.6,5.0,3.9,4.8,100.0,5.4,41.4,23.6,3.4,3.9
1.7,3.3,1.9,2.4,100.0,3.9,25.8,23.1,1.0,2.4
6.1,4.4,3.7,4.7,100.0,3.5,45.6,35.0,4.3,4.5
4.2,6.1,5.0,6.0,100.0,4.6,66.1,69.3,5.4,5.3
1.6,2.6,3.4,3.3,100.0,3.5,24.3,33.9,3.7,2.6
4.0,5.5,5.9,4.3,100.0,6.7,53.7,38.5,6.3,5.1
5.7,6.3,4.3,3.4,100.0,3.0,37.5,52.2,5.5,5.0
6.6,5.1,5.3,5.2,100.0,5.5,57.7,75.3,4.7,5.6
4.7,4.3,4.6,5.0,100.0,5.1,44.3,45.8,4.4,4.5
4.4,3.9,2.1,4.9,100.0,2.5,33.8,52.0,3.3,3.8
7.5,6.2,6.5,6.3,100.0,6.0,65.7,71.8,7.0,6.6
6.2,5.4,5.5,4.6,100.0,6.0,44.5,61.0,5.2,5.3
4.8,4.5,5.7,5.3,100.0,5.7,70.7,51.2,5.9,5.3
2.0,5.5,3.3,3.6,100.0,4.8,53.7,34.8,4.3,3.9
3.8,3.2,3.6,5.2,100.0,4.8,57.5,61.7,4.0,3.7
3.6,5.1,4.0,5.7,100.0,2.4,54.7,43.9,3.8,4.3
4.6,4.1,5.4,6.7,100.0,5.4,61.6,45.1,3.7,5.0
6.9,5.3,7.2,7.1,100.0,6.1,75.5,79.9,7.5,6.9
4.2,3.6,3.6,3.7,100.0,2.5,28.2,23.8,2.9,3.7
4.1,2.8,3.9,4.5,100.0,1.0,28.2,26.9,3.9,3.7
6.6,5.7,6.2,6.6,100.0,6.3,70.0,84.0,7.2,6.4
5.6,3.1,4.6,5.3,100.0,4.8,36.5,45.2,6.1,4.8
4.5,4.2,5.4,3.2,100.0,3.3,42.9,31.2,4.5,4.4
6.3,7.2,6.1,6.0,100.0,5.2,49.9,55.9,6.5,6.5
5.0,4.8,3.4,5.3,100.0,5.8,42.3,41.7,4.1,4.5
7.2,7.2,6.7,6.6,100.0,7.6,67.4,69.3,6.9,6.7
7.5,6.3,5.1,5.7,100.0,5.2,59.4,45.8,5.6,6.1
3.3,4.4,4.7,3.0,100.0,2.6,44.6,30.7,5.1,4.0
7.2,6.2,6.9,9.0,100.0,5.4,78.8,94.1,6.6,7.3
4.2,2.9,4.5,5.4,100.0,3.8,24.5,39.5,4.3,3.9
6.2,5.7,5.4,6.1,100.0,4.0,49.3,61.7,4.7,5.6
6.4,5.2,3.8,5.8,100.0,6.5,59.1,44.8,5.6,5.3
6.5,7.4,6.8,6.9,100.0,7.0,64.0,63.7,6.2,7.1
5.7,7.6,7.0,8.1,100.0,9.7,79.0,67.3,7.2,7.3
5.7,5.6,5.4,4.6,100.0,5.4,50.6,47.7,4.5,5.3
4.7,3.8,3.6,4.7,100.0,2.8,36.7,22.1,3.9,4.2
4.0,4.2,5.0,6.5,100.0,2.9,60.4,67.8,6.0,5.0
4.2,4.6,4.5,5.3,100.0,5.2,33.1,39.7,4.3,4.4
6.1,7.9,8.5,5.4,100.0,6.1,84.2,82.2,8.5,7.3
4.6,2.9,5.2,4.6,100.0,4.6,47.9,61.2,4.8,4.6
3.8,3.8,4.9,3.7,100.0,7.0,69.9,52.9,4.2,4.3
5.9,4.6,5.0,5.4,100.0,6.2,41.4,47.0,6.1,5.6
3.5,3.5,2.3,1.6,100.0,3.6,26.2,35.8,3.1,2.8
2.8,3.1,4.5,2.0,100.0,5.0,32.3,41.4,3.5,3.3
7.1,6.4,7.1,8.4,100.0,8.2,54.5,71.2,6.7,7.0
3.1,4.0,4.7,4.8,100.0,6.4,47.4,50.8,4.1,3.9
4.0,3.6,3.6,3.9,100.0,2.5,30.0,42.3,3.5,3.9
5.0,5.0,6.1,6.0,100.0,5.2,34.3,65.3,5.1,5.3
6.1,5.8,7.1,6.6,100.0,5.4,74.7,81.4,7.4,6.6
6.3,4.8,7.0,6.7,100.0,6.0,54.4,61.1,5.8,6.0
6.6,6.6,6.9,5.6,100.0,6.3,63.9,65.5,5.8,6.7
5.2,4.6,4.1,4.3,100.0,1.2,45.4,46.8,3.9,4.7
3.2,2.6,2.4,3.5,100.0,1.9,25.0,26.9,3.5,3.0
7.0,8.3,6.9,5.9,100.0,9.4,68.8,77.3,7.9,7.0
4.3,4.3,4.8,5.7,100.0,4.9,69.8,39.6,4.5,4.9
4.8,6.2,5.2,4.3,100.0,5.7,24.7,23.4,4.1,5.1
6.9,6.0,7.6,7.5,100.0,6.8,57.1,75.9,8.0,6.9
5.6,3.7,5.6,5.8,100.0,3.0,47.4,42.9,5.8,5.2
4.1,5.9,7.1,7.0,100.0,5.5,74.7,49.8,5.5,5.9
7.9,7.8,6.3,6.7,100.0,9.8,76.0,90.7,7.6,7.4
4.5,4.3,4.5,3.3,100.0,2.3,42.7,48.7,3.3,4.1
5.6,5.5,5.5,5.3,100.0,7.5,59.2,75.7,6.1,5.7
4.0,5.0,3.7,5.2,100.0,2.5,56.9,30.7,5.6,4.4
6.5,4.8,5.2,6.7,100.0,5.4,53.9,57.0,6.2,5.6
7.2,6.5,5.8,8.2,100.0,8.1,75.5,70.4,6.6,7.1
5.4,6.4,5.5,3.6,100.0,5.3,70.5,67.5,5.7,5.3
4.7,5.8,5.7,5.9,100.0,9.5,62.5,72.8,6.5,5.5
5.6,6.9,7.1,3.5,100.0,5.9,58.7,53.0,6.3,6.1
5.6,4.3,3.5,5.3,100.0,3.6,47.6,44.7,5.1,4.6
4.1,3.7,4.6,5.0,100.0,4.0,61.6,45.7,4.3,4.3
3.3,2.6,3.8,3.7,100.0,2.3,40.0,30.9,3.3,3.4
3.0,2.3,3.4,2.7,100.0,0.5,22.0,38.0,2.0,2.5
6.8,4.3,7.2,7.5,100.0,6.4,67.1,76.8,8.2,6.8
4.9,3.1,2.7,3.0,100.0,4.5,40.7,30.4,1.8,3.4
5.8,4.7,3.9,5.1,100.0,4.2,55.4,35.9,4.3,4.7
4.3,5.2,3.7,4.5,100.0,7.1,49.0,47.4,3.7,4.1
4.9,5.1,5.7,6.2,100.0,4.8,55.8,24.4,6.1,5.3
3.9,6.3,7.0,5.9,100.0,7.3,90.6,59.8,7.0,5.7
4.8,3.9,5.6,5.3,100.0,7.1,71.5,75.6,5.5,5.1
3.2,4.2,4.8,2.9,100.0,3.4,53.7,27.3,6.3,4.2
4.9,3.2,3.7,3.2,100.0,3.4,48.2,31.3,5.8,4.2
5.1,4.2,5.5,6.5,100.0,2.8,52.9,65.4,5.5,5.4
3.6,4.5,5.2,4.3,100.0,5.5,52.6,58.8,5.8,4.7
6.7,8.2,5.9,7.2,100.0,9.2,72.8,60.6,6.5,7.1
6.0,5.9,5.4,7.2,100.0,3.4,56.9,74.7,5.4,6.1
6.3,5.9,6.4,5.4,100.0,5.5,65.7,65.3,6.2,6.2
4.3,5.8,3.7,5.2,100.0,5.0,54.8,70.4,5.3,4.8
6.3,5.7,7.4,6.3,100.0,7.6,69.8,59.7,5.5,6.5
4.1,4.7,5.5,5.2,100.0,4.8,53.5,67.6,4.5,4.8
4.2,3.9,4.0,5.1,100.0,5.0,40.2,27.9,3.3,4.1
6.1,4.1,5.2,6.9,100.0,5.0,49.9,52.9,5.8,5.8
3.5,4.8,3.0,4.8,100.0,2.2,20.2,45.1,4.0,3.8
3.8,4.0,4.8,5.6,100.0,3.5,39.0,38.2,3.2,4.2
5.3,6.5,5.6,5.5,100.0,5.3,62.8,43.6,6.0,5.7
4.7,7.4,6.5,6.7,100.0,7.6,78.2,69.9,7.4,6.3
5.3,3.4,5.8,4.8,100.0,4.5,43.4,47.1,4.6,4.8
5.2,4.8,5.9,4.2,100.0,6.1,60.1,47.0,6.6,5.4
7.8,6.2,8.4,8.1,100.0,6.4,86.9,87.9,7.7,7.7
4.4,3.5,5.4,5.8,100.0,4.9,61.1,77.5,4.5,4.9
7.6,7.1,7.6,8.1,100.0,7.7,81.1,79.8,7.7,7.9
4.5,8.0,5.5,5.7,100.0,4.6,51.7,60.5,5.5,5.7
2.1,3.5,3.2,1.6,100.0,4.3,27.9,20.0,2.8,2.7
5.0,7.7,6.6,5.0,100.0,5.1,77.6,84.2,4.1,5.7
6.3,6.3,4.4,5.8,100.0,5.1,55.9,60.6,4.9,5.4
6.0,5.8,6.6,6.1,100.0,8.5,67.7,78.6,6.1,6.1
5.9,5.4,7.0,5.6,100.0,7.1,46.4,71.9,7.2,6.2
4.5,5.4,4.7,4.7,100.0,7.3,44.3,49.2,5.0,4.9
2.5,4.0,4.2,2.9,100.0,3.9,24.5,29.8,3.0,3.5
4.6,4.2,5.1,3.9,100.0,3.8,47.1,62.1,4.4,4.7
4.5,2.5,4.7,2.6,100.0,6.8,22.1,45.0,4.3,4.0
3.3,7.5,3.7,4.2,100.0,5.0,38.0,32.8,4.0,4.4
6.4,5.6,5.1,6.3,100.0,5.7,48.7,51.6,5.3,5.6
6.3,6.7,7.0,5.6,100.0,7.6,84.5,71.2,6.6,6.7
5.1,5.6,4.4,5.5,100.0,5.9,47.3,67.5,5.8,5.3
4.0,3.3,3.4,3.8,100.0,2.9,26.3,46.8,2.6,3.5
5.0,5.7,5.7,4.7,100.0,3.6,59.5,78.2,4.8,5.3
6.5,7.7,7.7,7.7,100.0,9.2,63.4,60.9,5.8,7.1
4.0,4.1,4.6,3.9,100.0,4.1,64.4,42.3,3.5,4.2
4.9,3.7,5.3,4.8,100.0,5.1,57.3,44.0,4.2,4.8
3.1,4.9,5.9,4.9,100.0,8.1,50.4,48.4,5.7,4.7
2.6,3.6,3.4,2.5,100.0,2.8,41.9,47.5,4.8,3.2
6.3,7.1,5.7,6.7,100.0,7.0,36.2,59.3,6.0,6.3
5.7,6.0,6.6,4.0,100.0,3.6,60.5,61.3,5.0,5.5
4.8,5.6,5.4,5.3,100.0,6.1,61.4,51.1,5.0,5.3
3.7,2.7,4.7,4.5,100.0,4.0,36.0,44.1,2.4,3.8
4.7,3.3,5.2,5.8,100.0,5.5,49.1,39.0,4.6,4.7
6.4,5.9,4.8,4.9,100.0,7.9,67.7,42.5,6.1,5.5
2.9,4.9,4.8,4.2,100.0,3.6,40.2,34.2,4.1,4.4
6.4,6.7,7.2,8.3,100.0,9.7,79.7,77.1,6.3,7.0
4.3,4.1,4.8,4.9,100.0,6.6,54.5,63.2,3.6,4.4
5.8,4.7,4.7,5.9,100.0,5.0,57.9,48.8,5.4,5.3
8.1,6.1,5.3,5.2,100.0,6.4,61.5,62.3,6.2,6.5
3.1,1.0,3.0,3.0,100.0,2.1,31.7,33.6,4.2,2.8
1.8,1.8,2.8,2.7,100.0,1.9,37.4,20.0,2.3,2.6
3.5,2.6,4.0,2.4,100.0,0.9,35.0,22.3,3.0,3.1
7.6,7.7,7.8,5.0,100.0,8.1,57.3,69.7,6.5,6.9
4.4,3.6,5.3,3.9,100.0,1.1,47.6,37.4,3.9,4.0
7.3,8.2,8.7,9.0,100.0,7.8,92.9,70.5,8.7,8.6
5.1,4.5,3.6,4.4,100.0,4.1,53.2,35.0,5.2,4.3
5.8,6.5,4.9,6.4,100.0,7.2,53.1,58.9,4.4,5.7
6.0,8.1,7.0,7.0,100.0,6.5,69.4,79.6,6.5,7.2
7.7,7.4,7.0,6.7,100.0,8.7,66.4,93.5,8.4,7.5
8.3,7.0,7.9,8.6,100.0,8.0,74.0,93.5,7.7,7.9
7.4,5.8,7.0,6.6,100.0,8.2,80.2,59.1,6.5,7.0
6.2,6.0,6.6,7.1,100.0,7.1,67.3,57.9,6.5,6.3
5.4,5.3,6.4,4.8,100.0,7.1,57.9,51.9,6.2,5.7
6.9,6.5,5.3,6.8,100.0,5.3,74.6,60.2,6.2,6.3
3.4,4.7,5.0,5.3,100.0,2.7,52.6,35.5,4.5,4.5
4.4,4.6,3.5,4.3,100.0,4.3,30.4,36.0,4.0,4.1
3.9,6.2,4.3,4.3,100.0,4.3,62.0,41.2,6.0,5.0
5.6,6.6,5.2,4.8,100.0,4.8,30.9,55.3,4.6,5.6
4.2,4.6,5.3,5.0,100.0,4.8,47.8,33.7,4.5,4.7
6.9,6.9,6.2,6.0,100.0,7.9,63.9,50.5,7.0,6.4
6.5,5.8,6.2,6.7,100.0,7.6,75.8,69.5,6.4,6.2
4.1,6.2,5.3,6.0,100.0,4.1,55.1,58.5,5.1,5.6
7.9,7.8,6.9,6.2,100.0,5.5,69.7,69.9,7.2,7.5
4.9,4.6,2.8,2.6,100.0,5.8,31.2,41.6,3.8,3.6
5.5,4.9,3.9,4.7,100.0,2.3,74.0,55.1,4.2,5.1
3.5,3.5,4.1,3.8,100.0,3.2,40.1,58.2,4.3,3.7
2.5,1.4,2.8,3.5,100.0,3.2,28.0,29.3,2.2,2.6
5.0,4.9,4.9,4.0,100.0,7.3,28.5,65.8,6.2,4.7
4.3,6.3,5.3,5.8,100.0,4.5,39.9,48.8,5.0,5.6
8.2,6.5,6.7,8.0,100.0,7.3,77.9,86.7,6.1,7.1
5.9,6.5,6.2,5.8,100.0,4.6,43.3,73.7,5.5,5.8
1.6,4.6,3.7,3.8,100.0,3.7,40.1,33.2,4.3,3.4
7.5,7.0,8.5,6.5,100.0,6.1,70.6,70.9,6.4,7.7
6.2,7.7,6.5,6.0,100.0,5.7,58.0,63.2,8.4,6.8
5.6,2.9,7.4,5.3,100.0,7.0,51.4,62.9,4.7,5.2
4.4,3.6,5.0,6.0,100.0,4.0,61.9,35.1,5.4,4.7
4.5,3.0,3.7,3.8,100.0,4.9,38.9,31.1,3.5,3.5
5.4,3.8,3.9,3.4,100.0,4.2,35.3,56.4,4.0,4.3
6.5,6.6,5.3,6.5,100.0,4.6,74.1,73.0,6.7,6.1
7.0,7.5,6.5,8.0,100.0,9.6,86.6,54.7,6.9,7.3
6.8,7.2,6.2,6.8,100.0,5.3,69.3,59.8,8.0,7.0
4.4,5.0,4.7,5.7,100.0,3.4,52.3,64.3,3.4,4.7
3.0,2.7,3.3,4.3,100.0,3.0,43.3,45.0,4.1,3.6
5.6,4.0,5.3,4.2,100.0,6.7,60.6,46.3,5.0,5.1
3.2,3.3,3.8,2.4,100.0,1.6,20.0,20.0,3.1,3.2
6.6,4.8,5.3,5.6,100.0,4.1,43.1,42.4,5.8,5.5
5.8,3.3,6.3,3.4,100.0,5.0,30.9,52.9,3.6,4.8
3.9,5.4,3.6,4.7,100.0,4.0,36.5,62.8,4.6,4.4
3.7,4.4,3.0,1.5,100.0,1.9,22.4,45.2,3.9,3.4
4.9,7.1,5.2,6.5,100.0,6.1,54.8,41.9,6.0,5.8
4.9,4.5,5.0,5.2,100.0,2.4,41.5,39.1,4.1,4.8
3.2,4.2,2.0,4.0,100.0,0.7,49.8,23.9,2.6,3.3
1.0,2.9,1.0,1.0,100.0,3.9,20.0,20.0,1.9,1.8
5.2,4.4,4.9,5.1,100.0,5.1,49.1,36.3,6.3,4.9
5.0,8.2,8.2,6.7,100.0,7.9,58.4,71.1,7.6,6.8
5.6,7.3,7.2,6.1,100.0,6.3,97.2,66.2,7.8,6.8
4.3,5.3,3.5,4.2,100.0,5.7,30.0,48.4,5.1,4.2
4.3,4.5,3.4,4.9,100.0,3.3,33.9,35.8,4.0,4.2
5.3,6.8,6.8,5.6,100.0,1.5,64.0,53.3,5.6,5.9
2.5,4.0,3.4,5.1,100.0,2.7,37.5,40.1,4.4,3.5
4.7,3.9,4.7,6.0,100.0,5.0,71.0,71.0,4.2,5.1
6.2,7.3,7.0,6.5,100.0,5.9,68.7,82.6,6.4,6.7
6.9,5.6,7.2,5.1,100.0,6.5,67.6,73.0,7.4,6.3
4.9,6.1,5.8,4.6,100.0,3.9,58.9,47.6,4.8,5.3
5.7,4.7,4.1,3.8,100.0,3.6,58.6,60.1,5.3,4.9
4.3,5.1,2.8,3.8,100.0,3.2,30.2,48.5,3.5,4.1
3.4,5.1,4.1,3.4,100.0,1.3,47.2,46.4,4.0,3.8
4.5,5.1,5.0,4.4,100.0,1.7,44.4,30.8,4.5,4.6
4.3,5.9,5.7,6.4,100.0,5.7,54.5,67.6,5.8,5.5
6.0,6.5,7.2,6.5,100.0,6.5,65.1,67.3,6.0,6.5
4.9,2.1,2.8,4.9,100.0,5.1,34.1,29.0,2.8,3.3
7.3,6.9,7.4,5.4,100.0,6.9,68.0,65.7,6.3,6.6
5.8,3.6,3.9,4.7,100.0,2.8,55.8,51.8,6.1,4.6
4.7,5.1,5.6,5.8,100.0,2.1,34.4,24.6,5.4,4.9
5.2,3.0,3.8,5.4,100.0,2.5,28.2,37.5,2.6,4.0
1.9,1.0,1.5,1.0,100.0,2.0,20.4,20.0,3.0,1.8
7.2,7.6,5.6,5.8,100.0,8.5,62.5,55.7,5.2,6.3
5.9,6.9,4.8,6.8,100.0,6.2,71.0,56.5,6.5,6.2
5.2,4.7,4.7,4.5,100.0,2.8,49.4,31.0,5.6,4.9
6.3,5.3,4.5,4.3,100.0,3.8,37.7,61.5,5.2,5.1
5.5,5.4,6.2,4.3,100.0,4.5,58.4,36.5,4.9,5.2
3.3,3.7,3.6,2.3,100.0,2.0,31.9,28.3,2.6,3.4
5.4,3.7,5.6,2.9,100.0,5.9,44.4,33.6,4.8,4.7
5.8,6.9,6.2,6.0,100.0,8.0,57.2,81.7,5.1,5.8
2.4,3.3,3.9,4.3,100.0,2.9,28.4,31.4,3.1,3.4
7.1,4.9,6.4,4.2,100.0,5.7,48.8,33.2,5.7,5.7
3.0,3.4,2.9,3.6,100.0,1.8,20.0,35.1,2.9,3.1
5.7,5.0,4.5,6.3,100.0,3.1,42.4,46.1,6.6,5.4
5.9,5.3,5.1,5.0,100.0,7.6,53.4,59.3,4.2,5.4
2.6,2.5,2.0,1.6,100.0,0.5,20.0,32.0,1.0,2.0
5.6,6.8,8.2,6.7,100.0,4.0,73.2,82.2,5.8,6.8
4.3,5.3,5.2,4.1,100.0,6.6,33.0,40.9,4.3,4.9
2.6,3.3,5.6,3.9,100.0,3.8,24.7,46.0,4.6,4.3
5.0,5.1,5.3,4.8,100.0,3.6,48.9,53.4,4.9,5.2
6.6,6.8,6.8,6.5,100.0,7.7,88.2,61.3,6.2,6.8
3.6,3.4,3.5,4.2,100.0,4.6,33.8,45.4,3.8,3.7
3.8,5.5,5.7,7.2,100.0,3.1,57.4,38.6,6.3,5.7
6.8,6.0,4.6,5.6,100.0,4.8,58.1,56.1,5.8,5.7
5.9,6.9,4.0,7.2,100.0,7.4,46.3,54.7,5.5,5.8
6.4,4.6,4.6,5.5,100.0,4.0,67.1,61.1,6.7,5.8
4.4,3.7,3.5,4.5,100.0,4.9,42.0,35.0,4.6,4.1
3.3,3.7,5.1,4.1,100.0,5.9,24.5,33.5,2.5,3.6
5.3,4.2,6.4,4.0,100.0,1.5,46.2,51.7,4.1,4.9
3.5,4.3,2.7,4.0,100.0,2.9,31.9,48.8,4.1,3.6
1.0,1.0,2.4,1.0,100.0,1.0,20.0,20.0,1.0,1.3
6.7,7.8,6.2,4.8,100.0,3.0,49.7,52.5,5.9,6.3
5.6,7.3,5.0,6.2,100.0,5.6,89.8,50.1,5.5,6.0
1.0,2.2,1.9,3.2,100.0,3.0,20.0,20.0,3.0,2.2
4.9,4.6,3.4,5.0,100.0,2.4,41.0,39.0,3.9,4.2
5.3,4.2,6.3,5.5,100.0,3.7,39.5,59.6,4.6,5.1
7.0,9.0,6.6,7.6,100.0,9.8,79.6,81.3,8.1,7.7
3.6,4.5,5.0,5.9,100.0,5.7,54.0,67.7,6.0,4.7
5.5,4.0,3.6,3.0,100.0,3.8,27.9,22.4,3.2,4.1
3.7,3.0,5.1,5.1,100.0,4.6,62.2,70.4,4.2,4.3
6.7,7.1,6.5,5.9,100.0,8.6,75.0,82.4,7.0,6.7
5.0,3.2,3.8,4.1,100.0,4.5,37.1,37.1,4.7,4.2
4.4,4.1,3.9,3.6,100.0,4.8,42.2,41.9,5.7,3.9
4.4,3.9,5.9,4.8,100.0,3.2,36.8,35.9,5.1,4.8
2.5,2.8,3.6,4.3,100.0,0.7,48.2,38.9,5.6,3.6
4.5,4.4,4.4,5.9,100.0,6.1,62.0,73.3,5.2,4.9
7.1,7.2,7.4,7.3,100.0,9.1,78.1,67.9,7.2,7.2
4.8,4.2,5.3,5.5,100.0,5.1,61.0,52.5,5.0,5.0
4.9,4.0,3.7,6.3,100.0,6.0,31.4,38.6,4.3,4.1
5.2,5.3,6.3,3.3,100.0,4.1,60.3,39.7,4.8,5.1
3.9,5.6,2.9,4.6,100.0,2.5,25.6,22.5,2.7,4.0
5.1,6.5,5.8,5.8,100.0,9.0,73.5,52.3,4.2,5.9
6.7,4.0,5.0,5.4,100.0,4.4,56.3,46.2,4.4,5.5
5.4,4.4,6.0,4.5,100.0,4.2,57.4,47.8,5.6,5.2
8.8,8.9,7.6,8.2,100.0,7.0,87.4,93.9,8.9,8.5
6.2,5.0,5.6,5.8,100.0,6.5,45.3,31.5,5.4,5.6
6.0,5.0,5.6,5.0,100.0,2.8,61.2,37.2,3.5,5.1
3.3,4.7,4.6,4.9,100.0,4.6,28.4,43.1,4.7,4.4
6.2,7.2,5.5,5.9,100.0,6.3,56.3,86.2,7.6,6.6
3.2,4.8,4.7,8.3,100.0,4.5,52.1,52.0,6.1,5.0
3.4,4.5,3.4,4.3,100.0,2.7,28.9,37.8,3.5,3.6
6.4,5.9,7.1,6.9,100.0,6.3,58.4,59.5,5.5,6.4
4.2,3.3,4.0,3.9,100.0,5.8,46.1,53.0,5.5,4.1
6.7,9.0,7.8,6.7,100.0,10.0,87.1,68.7,8.0,8.0
4.7,4.5,5.3,6.0,100.0,7.6,66.0,71.3,5.2,5.3
4.8,3.8,3.4,5.4,100.0,6.2,40.6,51.7,3.2,4.2
7.7,5.9,6.2,5.7,100.0,8.2,69.0,76.2,5.5,6.0
4.6,7.5,6.1,4.1,100.0,5.8,46.0,72.7,4.7,5.5
6.4,7.8,6.1,6.5,100.0,8.5,45.8,56.9,6.7,6.8
4.3,7.0,5.8,5.9,100.0,3.8,60.3,71.4,6.2,5.7
4.4,3.7,4.2,3.3,100.0,2.7,45.0,48.9,4.2,4.2
3.9,6.6,5.0,3.3,100.0,2.8,38.8,40.8,4.1,4.7
5.6,6.6,5.8,7.5,100.0,6.1,42.8,83.8,7.9,6.2
4.0,5.5,5.1,4.9,100.0,5.5,39.3,43.5,4.6,5.0
4.2,4.7,3.9,3.3,100.0,2.7,53.0,44.2,4.5,4.2
4.2,3.8,5.3,2.7,100.0,4.3,21.3,35.6,3.5,3.9
4.5,5.3,4.9,5.2,100.0,4.8,63.3,43.6,7.1,5.2
7.2,7.3,6.8,8.1,100.0,7.6,76.5,88.6,8.0,7.5
3.7,4.3,4.1,4.2,100.0,3.7,33.8,40.0,3.0,3.7
4.1,5.4,5.1,6.0,100.0,7.6,43.5,49.3,4.2,5.0
8.1,6.7,6.9,5.4,100.0,6.0,59.8,88.8,5.5,6.8
4.2,6.4,5.1,5.1,100.0,4.8,63.1,44.4,4.8,4.9
5.0,2.7,4.8,6.8,100.0,4.1,64.9,39.5,4.5,4.9
2.9,4.2,4.9,4.9,100.0,2.3,40.5,53.1,2.9,4.1
7.0,6.2,6.2,5.8,100.0,4.0,65.5,66.5,6.3,6.5
5.2,5.9,5.8,6.8,100.0,5.1,52.2,53.5,5.4,5.9
5.4,6.1,5.8,6.7,100.0,7.1,74.2,61.4,7.3,6.1
7.3,6.6,6.7,7.3,100.0,7.8,61.2,71.2,5.4,6.7
8.3,9.0,8.2,8.1,100.0,7.8,100.0,76.2,7.4,8.1
5.9,7.1,6.5,5.0,100.0,6.6,71.6,56.4,5.2,6.0
5.1,5.1,6.2,4.6,100.0,5.7,58.7,45.8,6.6,5.5
4.6,5.5,5.4,5.4,100.0,5.2,50.0,55.5,5.3,5.0
4.8,6.2,3.5,4.4,100.0,2.6,32.5,53.9,5.9,4.8
5.0,3.4,6.7,3.8,100.0,5.7,57.4,44.6,5.9,4.9
6.1,4.0,5.0,3.7,100.0,4.8,62.4,52.8,4.6,4.6
4.2,6.6,4.8,4.9,100.0,5.4,40.9,54.5,5.6,5.0
7.8,7.6,6.9,7.2,100.0,7.6,79.9,76.6,5.3,7.2
3.7,4.3,2.7,3.8,100.0,4.5,30.2,32.5,2.3,3.2
6.6,5.9,7.1,6.3,100.0,5.1,63.2,74.1,6.6,6.4
7.2,5.7,5.5,5.7,100.0,6.7,58.0,62.8,6.6,6.0
4.4,4.3,4.7,4.9,100.0,5.6,40.7,31.4,6.3,4.6
3.1,3.9,2.6,3.6,100.0,1.4,24.6,20.0,1.5,3.1
2.1,3.7,5.0,4.4,100.0,5.5,48.6,35.9,4.5,4.0
6.0,6.7,6.6,5.2,100.0,7.1,71.8,53.3,7.1,6.2
4.2,4.2,5.4,3.9,100.0,2.0,44.6,65.2,5.2,4.4
